Unnamed: 0,Employee_ID,Has_Response,Vibe_Score,Has_Award,Has_Activity,Teams_Messages_Sent,Emails_Sent,Meetings_Attended,Work_Hours,Leave_Days,Promotion_Consideration,Performance_Rating,Cluster,Total_Communications,Activity_Performance_Ratio,Leave_Anomaly,Is_Inactive,Engagement_Deficit,Effort_Score,Performance_Effort_Misalignment,Expected_Awards,Recognition_Imbalance,Work_Hours_Z,Work_Pattern_Anomalies,Career_Progression_Stagnation,Anomaly_Score,Activity_Level,Vibe_Score_Z,Performance_Rating_Z,Peer_Deviation,Risk_Score,Risk_Level
10,EMP0011,2,1.4,1,2,20.0,34.0,4.0,16.73,0.0,1.0,3.0,0,58.0,18.70967741935484,1.0,0,0.0,4.721666666666667,0.0,2.0999999999999996,5.499999999999998,2.649248782300015,7.56499562377912,0.0,0,Medium,1.040799555211455,1.5516676830743226,1.7472386735285976,1.9597493435668676,Low
11,EMP0012,1,0.8571428571428571,1,1,12.0,11.0,7.0,9.24,10.0,0.8571428571428571,0.8571428571428571,2,30.0,31.343283582089555,0.33911629167796153,0,2.2142857142857144,2.54,0.39714285714285724,0.6,0.7142857142857145,2.1808736465409835,2.2537942933046247,1.428571428571429,0,Low,0.06841594564639947,-0.33954977258306585,0.8629464549234829,1.423069143995694,Low
12,EMP0013,1,0.6666666666666666,0,1,34.0,29.0,9.0,4.0,0.0,0.0,1.0,2,72.0,65.45454545454545,1.0,0,3.166666666666667,3.0666666666666664,0.5666666666666664,0.7,8.5,-1.9306986071140133,5.845731332461544,10.0,0,High,0.19021155081588126,-0.2597801538557168,0.7935634372618705,4.743526366535898,Moderate
13,EMP0014,1,0.3333333333333333,0,3,73.0,58.0,10.0,19.98,4.0,0.0,0.0,0,141.0,1410.0,0.4643534833288154,0,0.8333333333333339,8.03,8.03,0.0,5.0,0.492478735039835,5.757529938128,10.0,0,High,-0.37785000052811374,-1.0785702586849655,0.6496329980843047,5.3711294907192,Moderate
14,EMP0015,0,0.0,3,0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,2,0.0,0.0,3.151260504201681,1,10.0,0.0,0.0,0.0,5.0,-0.5919230664326427,10.0,10.0,0,Low,-0.9007001275193506,-1.030073993606097,0.8408990625193633,6.75,High
15,EMP0016,2,1.4,1,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1,0.0,0.0,0.8747628083491462,1,0.0,0.0,0.0,0.0,5.0,-0.5919230664326427,6.291258479074727,10.0,0,Low,0.6821894586513745,-1.030073993606097,0.7680621728967049,3.193688771861209,Moderate
16,EMP0017,2,1.6,1,1,22.0,17.0,7.0,9.56,3.0,0.8,0.8,1,46.0,51.11111111111111,0.5982651124966115,0,0.0,3.126666666666667,1.126666666666667,0.5599999999999999,0.9999999999999998,0.42636311258981285,3.6352754457872707,1.9999999999999996,0,Medium,1.3321007065744868,-0.24234270793980728,0.6669355090347023,1.276957983534757,Low
17,EMP0018,1,0.25,2,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,0.0,0.0,1.0,1,7.25,0.0,0.0,2.0999999999999996,5.499999999999998,-0.5919230664326427,6.917444437328996,10.0,0,Low,-0.6180412728460067,1.3867607799745119,0.8655750397510538,5.537616665599349,Moderate
18,EMP0019,3,1.6,1,1,16.0,23.0,4.0,7.25,0.0,1.0,2.0,1,43.0,20.476190476190474,1.0,0,0.0,2.6416666666666666,0.0,1.4,1.9999999999999996,-0.2897967056850223,5.02503556524326,0.0,0,Medium,1.3321007065744868,0.7362084144315363,0.7860352755636818,1.053755334786489,Low
19,EMP0020,0,0.0,2,2,36.0,29.0,7.0,14.08,9.0,0.6666666666666666,2.0,0,72.0,34.285714285714285,0.2052046625101654,0,6.0,4.746666666666666,0.0,1.4,1.666666666666667,-0.40218624109957085,2.88100900435526,3.333333333333334,0,High,-0.9459115518721087,0.5590099509735319,0.6357025813150705,2.9821513506532886,Low
20,EMP0021,0,0.0,0,1,42.0,8.0,5.0,4.43,5.0,0.0,0.0,2,55.0,550.0,0.33044185416101923,0,8.0,2.5716666666666663,2.5716666666666663,0.0,5.0,-1.1640697305919638,2.38273144449339,10.0,0,Medium,-0.9983085043297645,-0.8947101228540364,1.0190294525919217,5.650326383340675,Moderate
21,EMP0022,1,1.25,1,1,9.0,22.0,1.0,9.92,12.0,0.75,3.0,1,32.0,10.32258064516129,0.6069395500135538,0,0.25,2.7199999999999998,0.0,2.0999999999999996,6.749999999999998,2.384932279097484,3.775101812810053,2.5,0,Low,0.5125941458473683,1.3867607799745119,1.4280957349731214,2.0287652719215075,Low
22,EMP0023,2,1.2,0,1,13.0,5.0,6.0,4.92,0.0,0.0,2.0,1,24.0,11.428571428571429,1.0,0,0.0,1.62,0.0,1.4,10.0,0.8845011573585089,5.5992373183420305,10.0,0,Low,0.4560623749126995,0.5811491887809755,0.6405709070173946,3.8398855977513047,Moderate
23,EMP0024,1,1.25,1,0,0.0,0.0,0.0,0.0,19.0,0.5,1.5,1,0.0,0.0,1.544320954188127,1,2.25,0.0,0.0,1.0499999999999998,2.749999999999999,-0.5919230664326427,9.63904920826963,5.0,0,Low,0.5125941458473683,0.17834339318420744,0.42762020182140614,3.283357381240444,Moderate
24,EMP0025,0,0.0,1,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2,0.0,0.0,0.4643534833288154,1,10.0,0.0,0.0,0.0,5.0,-0.5919230664326427,4.239211853973073,10.0,0,Low,-0.9007001275193506,-1.030073993606097,0.8408990625193633,5.8858817780959605,Moderate
25,EMP0026,2,1.125,0,3,56.0,69.0,19.0,22.66,32.0,0.0,1.875,0,144.0,72.91139240506328,3.285172133369477,0,0.0,8.576666666666666,3.889166666666666,1.3125,10.0,0.8988689275912939,10.0,10.0,1,High,0.9712961839138745,0.4566611878698758,0.7756087664583481,5.472291666666667,Moderate
26,EMP0027,1,1.0,0,1,36.0,16.0,6.0,4.94,13.0,0.0,0.8333333333333334,2,58.0,62.14285714285714,0.74085117918135,0,1.5,2.756666666666667,0.6733333333333333,0.5833333333333334,7.916666666666667,-1.0059565239598571,4.298134648724443,10.0,0,Medium,0.4581972524853925,-0.21516073231838106,0.5597715029212103,3.950553530642,Moderate
27,EMP0028,1,0.5,0,1,15.0,15.0,6.0,5.67,13.0,0.0,2.25,2,36.0,15.319148936170212,0.74085117918135,0,4.0,2.145,0.0,1.575,10.0,1.109565825619355,4.102547007086134,10.0,0,Low,-0.335382418172663,0.7825520865793596,0.7425001101237925,4.815382051062921,Moderate
28,EMP0029,0,0.0,0,1,37.0,29.0,3.0,8.19,0.0,0.0,4.0,2,69.0,16.82926829268293,1.0,0,8.0,3.665,0.0,2.8,10.0,-1.2953348359234862,5.276888144887111,10.0,0,High,-0.9459115518721087,2.1965901606320295,1.4792788494758746,6.191533221733066,High
29,EMP0030,0,0.0,1,2,34.0,18.0,9.0,16.8,0.0,0.0,0.0,0,61.0,610.0,1.0,0,6.0,4.833333333333334,4.833333333333334,0.0,5.0,2.67095059497501,7.5837506031143,10.0,0,Medium,-0.9983085043297645,-0.8947101228540364,1.5213230740529369,6.395895923800478,High
30,EMP0031,1,0.25,1,1,39.0,6.0,2.0,5.88,0.0,0.0,0.0,2,47.0,470.0,1.0,0,5.25,2.546666666666667,2.546666666666667,0.0,5.0,-0.7145321823242102,5.342026173173842,10.0,0,Medium,-0.6341820651259753,-0.8947101228540364,0.7478081234347407,5.262970592642743,Moderate
31,EMP0032,0,0.0,0,2,40.0,13.0,7.0,13.240000000000002,4.0,0.0,2.6666666666666665,0,60.0,21.686746987951807,0.4643534833288154,0,6.0,4.206666666666667,0.0,1.8666666666666665,10.0,1.5672584075038363,3.951693356426346,10.0,0,Medium,-0.9983085043297645,1.2798479268600604,1.2818049462312204,5.392754003463952,Moderate
32,EMP0033,1,2.0,0,1,14.0,6.0,0.0,6.25,0.0,1.0,2.0,1,20.0,9.523809523809524,1.0,0,0.0,1.7083333333333335,0.0,1.4,7.0,1.2836158357410763,5.242892710973603,0.0,0,Low,1.3605707098673996,0.5811491887809755,1.0751119114631507,1.8364339066460404,Low
33,EMP0034,1,1.25,0,1,3.0,15.0,6.0,5.31,7.0,0.0,2.25,1,24.0,10.212765957446807,0.0626185958254269,0,0.25,1.685,0.0,1.575,10.0,1.0015347848541487,0.8078382697445887,10.0,0,Low,0.5125941458473683,0.7825520865793596,0.7655603390936255,3.196175740461688,Moderate
34,EMP0035,0,0.0,0,1,18.0,7.0,4.0,9.99,0.0,0.0,3.0,2,29.0,9.35483870967742,1.0,0,8.0,2.631666666666667,0.0,2.0999999999999996,10.0,2.4059383148018294,5.759159042077464,10.0,0,Low,-0.9007001275193506,1.3867607799745119,1.5644664074318975,6.263873856311619,High
35,EMP0036,2,0.8888888888888888,3,0,0.0,0.0,0.0,0.0,22.0,0.0,1.5555555555555556,1,0.0,0.0,1.9460558416915155,1,2.5555555555555554,0.0,0.0,1.0888888888888888,5.0,-0.5919230664326427,10.0,10.0,0,Low,0.10430913354142725,0.2230995926949595,0.3064439308896765,4.516666666666667,Moderate
36,EMP0037,0,0.0,3,0,0.0,0.0,0.0,0.0,13.0,0.0,0.6,2,0.0,0.0,0.74085117918135,1,10.0,0.0,0.0,0.42,5.0,-0.5919230664326427,5.621700333235745,10.0,0,Low,-0.9007001275193506,-0.5467070388899752,0.6797767442806562,6.093255049985362,High
37,EMP0038,1,0.8333333333333334,1,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2,0.0,0.0,0.19653022499322306,1,4.333333333333333,0.0,0.0,0.0,5.0,-0.5919230664326427,2.9000955622951112,10.0,0,Low,0.04149605472512873,-1.030073993606097,0.5544977049212895,3.9850143343442666,Moderate
38,EMP0039,2,1.5,1,0,0.0,0.0,0.0,0.0,18.0,0.0,1.25,1,0.0,0.0,1.410409325020331,1,0.0,0.0,0.0,0.875,5.0,-0.5919230664326427,8.96949106243065,10.0,0,Low,0.7952530005207121,-0.023059504614176603,0.4700785238558438,3.595423659364598,Moderate
39,EMP0040,2,1.4285714285714286,1,1,47.0,18.0,0.0,8.42,13.0,0.8571428571428571,2.571428571428572,1,65.0,24.33155080213903,0.74085117918135,0,0.0,3.5700000000000003,0.0,1.8000000000000003,4.714285714285716,0.07293359188275125,4.042767544323739,1.428571428571429,0,Medium,1.0824140054061742,1.2021851393702718,0.7858442455530658,1.5278437030771328,Low
40,EMP0041,3,1.2,1,3,66.0,56.0,7.0,20.66,0.0,1.0,3.0,0,129.0,41.61290322580645,1.0,0,0.0,7.743333333333333,0.24333333333333318,2.0999999999999996,5.499999999999998,0.5955926644931903,8.61795374931139,0.0,1,High,1.0991100329662733,1.3778000558027805,1.0241675844207478,2.1785263957300414,Low
41,EMP0042,0,0.0,0,1,35.0,21.0,9.0,6.91,6.0,0.5,1.5,2,65.0,40.625,0.19653022499322306,0,8.0,3.3183333333333334,0.0,1.0499999999999998,7.749999999999999,-0.39520551010642657,1.0487111736365888,5.0,0,Medium,-0.9983085043297645,0.32847878011014314,0.5739975981821114,4.469806676045488,Moderate
42,EMP0043,2,0.8333333333333334,1,2,53.0,11.0,9.0,13.53,0.0,1.0,2.0,0,73.0,34.76190476190476,1.0,0,0.0,4.6883333333333335,0.0,1.4,1.9999999999999996,-0.4855872134515495,6.707625139885158,0.0,0,High,0.4742423264878789,0.5590099509735319,0.5062798303043201,1.3061437709827737,Low
43,EMP0044,2,2.0,0,1,1.0,1.0,0.0,7.46,9.0,0.0,0.0,1,2.0,20.0,0.2052046625101654,0,0.0,1.31,1.31,0.0,5.0,1.646720167201908,1.107323815799628,10.0,0,Low,1.3605707098673996,-1.030073993606097,1.3457882902251346,2.7435985723699443,Low
44,EMP0045,2,1.2,1,0,0.0,0.0,0.0,0.0,5.0,0.8,2.4,1,0.0,0.0,0.33044185416101923,1,1.0,0.0,0.0,1.68,4.3999999999999995,-0.5919230664326427,3.569653708134092,1.9999999999999996,0,Low,0.4560623749126995,0.90339382525839,0.6504597555345774,1.7954480562201138,Low
45,EMP0046,1,1.3333333333333333,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,0.0,1.0,1,1.833333333333334,0.0,0.0,1.4,7.0,-0.5919230664326427,6.917444437328996,10.0,0,Low,0.6068137640718162,0.5811491887809755,0.5932953397618115,4.137616665599349,Moderate
46,EMP0047,1,0.25,0,0,0.0,0.0,0.0,0.0,18.0,0.5,2.0,2,0.0,0.0,1.410409325020331,1,7.25,0.0,0.0,1.4,9.5,-0.5919230664326427,8.96949106243065,5.0,0,Low,-0.6180412728460067,0.5811491887809755,0.5970378426865416,5.6954236593645975,Moderate
47,EMP0048,3,1.8333333333333333,0,2,63.0,16.0,9.0,15.39,0.0,1.0,2.0,0,88.0,41.904761904761905,1.0,0,0.0,5.498333333333333,0.4983333333333331,1.4,7.0,-0.20354028877031288,7.205971733648523,0.0,1,High,2.1784269805198635,0.5590099509735319,0.9803257400879027,2.255479093380612,Low
48,EMP0049,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,1,10.0,0.0,0.0,0.0,5.0,-0.5919230664326427,6.917444437328996,10.0,0,Low,-0.9007001275193506,-1.030073993606097,0.8408990625193633,6.28761666559935,High
49,EMP0050,0,0.0,0,2,42.0,38.0,6.0,15.829999999999998,0.0,0.0,0.0,0,86.0,860.0,1.0,0,6.0,5.505,5.505,0.0,5.0,-0.1368195108887304,7.323860175183942,10.0,0,High,-0.9459115518721087,-1.0785702586849655,0.7204337738152682,6.52482902627759,High
50,EMP0051,1,1.0,0,1,7.0,6.0,4.0,7.66,7.0,0.8,3.2,1,17.0,5.151515151515151,0.0626185958254269,0,1.5,1.8433333333333335,0.0,2.2399999999999998,10.0,1.7067374120714671,0.4479791376193081,1.9999999999999996,0,Low,0.22993529117402453,1.5478830982132192,1.161518600486237,2.317196870642896,Low
51,EMP0053,0,0.0,0,2,59.0,27.0,3.0,14.510000000000002,9.0,0.0,3.2,0,89.0,26.96969696969697,0.2052046625101654,0,6.0,5.385000000000001,0.0,2.2399999999999998,10.0,-0.33698184453347835,2.9962181631285114,10.0,0,High,-0.9459115518721087,1.5415580767686303,0.9414838243914058,5.249432724469276,Moderate
52,EMP0054,0,0.0,1,1,32.0,22.0,5.0,5.43,18.0,0.0,1.8,2,59.0,31.052631578947366,1.410409325020331,0,8.0,2.8716666666666666,0.0,1.26,6.3,-0.8540438352348925,7.514640522573085,10.0,0,Medium,-0.9983085043297645,0.5731165607029791,0.8084896334225453,5.972196078385963,Moderate
53,EMP0055,2,2.6666666666666665,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.7,5.0,-0.5919230664326427,6.917444437328996,10.0,0,Low,2.114327655662983,-0.22446240241256066,0.976904374836062,3.2876166655993493,Moderate
54,EMP0056,2,0.2857142857142857,1,1,3.0,23.0,8.0,5.06,17.0,0.0,0.7142857142857143,2,34.0,41.75438596491228,1.2764976958525347,0,3.571428571428571,1.9766666666666666,0.19095238095238076,0.5,5.0,0.9265132287672,6.944215838934343,10.0,0,Low,-0.5776614364641005,-0.454637142753571,0.6529372693282905,4.410799042506818,Moderate
55,EMP0057,1,1.2,1,2,85.0,48.0,5.0,13.15,0.0,1.0,1.0,0,138.0,125.45454545454544,1.0,0,0.0,6.791666666666668,4.291666666666668,0.7,0.0,-0.543209703440189,6.605812394922751,0.0,0,High,1.0991100329662733,-0.2597801538557168,0.6340332967540597,2.0637885259050797,Low
56,EMP0058,2,0.8888888888888888,1,4,113.0,37.0,24.0,24.6,4.0,0.7777777777777778,0.7777777777777778,0,174.0,198.22784810126583,0.4643534833288154,0,0.0,9.9,7.955555555555556,0.5444444444444444,1.1111111111111112,1.1930469027964548,6.995358574249908,2.2222222222222223,1,High,0.568919251711878,-0.4417335104844387,0.7345665549975905,3.5381926750263752,Moderate
57,EMP0059,1,0.6666666666666666,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0.0,0.0,1.0,1,5.166666666666667,0.0,0.0,1.4,7.0,-0.5919230664326427,6.917444437328996,10.0,0,Low,-0.1469431817237672,0.5811491887809755,0.4400051456457952,5.137616665599349,Moderate
58,EMP0060,0,0.0,0,1,10.0,11.0,1.0,7.26,6.0,0.75,3.0,2,22.0,7.096774193548387,0.19653022499322306,0,8.0,1.9433333333333334,0.0,2.0999999999999996,10.0,1.586702922332349,1.0103659729715435,2.5,0,Low,-0.9007001275193506,1.3867607799745119,1.2913879432754038,4.426554895945731,Moderate
59,EMP0061,0,0.0,3,0,0.0,0.0,0.0,0.0,16.0,0.6666666666666666,0.6666666666666666,2,0.0,0.0,1.1425860666847387,1,10.0,0.0,0.0,0.4666666666666666,1.666666666666667,-0.5919230664326427,7.63037477075269,3.333333333333334,0,Low,-0.9007001275193506,-0.4929995994770728,0.6618742644763553,4.894556215612903,Moderate
60,EMP0062,0,0.0,0,1,23.0,15.0,0.0,8.93,16.0,0.0,0.0,2,38.0,380.0,1.1425860666847387,0,8.0,2.755,2.755,0.0,5.0,0.23104679851485763,6.188085402711283,10.0,0,Medium,-0.9983085043297645,-0.8947101228540364,0.7080218085662194,6.266962810406692,High
61,EMP0063,1,2.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,1.4,7.0,-0.5919230664326427,6.917444437328996,10.0,0,Low,1.3605707098673996,0.5811491887809755,0.844547655027006,3.5876166655993496,Moderate
62,EMP0064,0,0.0,1,1,46.0,9.0,3.0,4.4,3.0,0.5,0.5,2,58.0,96.66666666666667,0.5982651124966115,0,8.0,2.666666666666667,1.416666666666667,0.35,2.5,-1.173370507452676,3.7298855844578567,5.0,0,Medium,-0.9983085043297645,-0.4869804885326432,0.8862198334383612,4.438649504335345,Moderate
63,EMP0065,0,0.0,0,2,76.0,37.0,1.0,14.66,14.0,0.5,0.5,0,114.0,190.0,0.8747628083491462,0,6.0,6.243333333333333,4.993333333333333,0.35,4.25,-0.3142361248011208,6.384198133755945,5.0,0,High,-0.9459115518721087,-0.6691752062703411,0.6431076276478569,5.393463053396725,Moderate
64,EMP0066,1,0.1666666666666666,1,1,29.0,28.0,8.0,8.37,18.0,0.0,0.5,2,65.0,108.33333333333334,1.410409325020331,0,5.666666666666668,3.5616666666666665,2.3116666666666665,0.35,5.0,0.05743229711489746,7.377161859707801,10.0,0,Medium,-0.7555575448605718,-0.4869804885326432,0.4333234435027042,5.634490945622837,Moderate
65,EMP0067,2,1.6,2,0,0.0,0.0,0.0,0.0,1.0,0.0,2.4,1,0.0,0.0,0.8660883708322038,1,0.0,0.0,0.0,1.68,5.0,-0.5919230664326427,6.247886291490015,10.0,0,Low,0.9083165423900497,0.90339382525839,0.8012111446936941,3.187182943723502,Moderate
66,EMP0068,1,0.8333333333333334,0,2,41.0,35.0,14.0,10.25,16.0,0.0,0.6666666666666666,0,90.0,117.3913043478261,1.1425860666847387,0,0.33333333333333304,4.708333333333334,3.0416666666666674,0.4666666666666666,7.333333333333333,-0.9829602849324394,6.541750727317543,10.0,0,High,0.4742423264878789,-0.5327101887987997,0.663304266739706,4.441679275764298,Moderate
67,EMP0069,1,1.0,1,1,25.0,29.0,9.0,5.92,0.0,0.0,0.0,2,63.0,630.0,1.0,0,1.5,3.086666666666667,3.086666666666667,0.0,5.0,-0.7021311465099274,5.331309042125167,10.0,0,Medium,0.4581972524853925,-0.8947101228540364,0.6850128406164521,4.271363022985442,Moderate
68,EMP0070,0,0.0,1,3,76.0,51.0,13.0,16.93,7.0,0.0,2.4,0,140.0,56.0,0.0626185958254269,0,4.0,7.488333333333333,1.4883333333333333,1.68,8.399999999999999,0.029982433815226826,2.9316742581496267,10.0,0,High,-0.9459115518721087,0.8865259929052313,0.6208066595308556,4.771834472055778,Moderate
69,EMP0071,2,0.7142857142857143,1,2,64.0,39.0,10.0,12.23,11.0,0.8571428571428571,1.7142857142857142,0,113.0,62.28346456692913,0.47302792084575773,0,0.0,5.805,1.5192857142857141,1.2,1.7142857142857144,-0.6827167844653167,3.724457985032026,1.428571428571429,0,High,0.27136320100788064,0.3250699210223179,0.4263833021651718,1.409918697754804,Low
70,EMP0072,1,0.3333333333333333,1,1,39.0,26.0,2.0,6.09,0.0,0.0,0.0,2,67.0,670.0,1.0,0,4.833333333333334,3.248333333333333,3.248333333333333,0.0,5.0,-1.613774912176495,5.285761235168301,10.0,0,High,-0.37785000052811374,-1.0785702586849655,1.0233983904631916,5.304947518608579,Moderate
71,EMP0073,3,1.5,1,2,65.0,11.0,15.0,12.08,7.0,0.0,0.0,0,91.0,910.0,0.0626185958254269,0,0.0,5.046666666666667,5.046666666666667,0.0,5.0,-0.7054625041976745,1.6322221184978418,10.0,0,High,1.610365429175869,-1.0785702586849655,1.131466064019503,3.756499984441343,Moderate
72,EMP0074,1,0.75,3,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0.0,0.0,1.0,1,4.75,0.0,0.0,1.4,5.0,-0.5919230664326427,6.917444437328996,10.0,0,Low,-0.05272356349931923,0.5811491887809755,0.4085986062376459,4.712616665599349,Moderate
73,EMP0075,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,1.0,1,10.0,0.0,0.0,0.7,5.0,-0.5919230664326427,6.917444437328996,10.0,0,Low,-0.9007001275193506,-0.22446240241256066,0.5723618654548513,6.28761666559935,High
74,EMP0076,1,0.4285714285714285,0,4,136.0,63.0,11.0,29.53,0.0,0.0,0.0,0,210.0,2100.0,1.0,0,0.0,11.921666666666667,10.0,0.0,5.0,1.9406228913332801,10.0,10.0,1,High,-0.21554670014411528,-1.0785702586849655,1.0782466167207871,6.25,High
75,EMP0077,0,0.0,1,2,41.0,26.0,11.0,18.94,0.0,0.0,2.0,0,78.0,37.14285714285714,1.0,0,6.0,5.756666666666668,0.7566666666666677,1.4,7.0,0.33477507822882124,8.157117114218387,10.0,0,High,-0.9459115518721087,0.5590099509735319,0.6132321936914873,5.762734233799424,Moderate
76,EMP0078,2,0.8888888888888888,3,0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1,0.0,0.0,1.1425860666847387,1,2.5555555555555554,0.0,0.0,0.0,5.0,-0.5919230664326427,7.63037477075269,10.0,0,Low,0.10430913354142725,-1.030073993606097,0.5754353978600556,4.16122288227957,Moderate
77,EMP0079,0,0.0,3,1,39.0,20.0,6.0,7.14,1.0,0.0,0.0,2,65.0,650.0,0.8660883708322038,0,8.0,3.356666666666667,3.356666666666667,0.0,5.0,-0.3238995541743003,4.334878399301614,10.0,0,Medium,-0.9983085043297645,-0.8947101228540364,0.738972727119367,6.139398426561909,High
78,EMP0080,1,2.5,0,1,18.0,1.0,4.0,7.08,0.0,0.0,0.0,1,23.0,230.0,1.0,0,0.0,1.9466666666666668,1.9466666666666668,0.0,5.0,1.532687401949746,5.0205122417136065,10.0,0,Low,1.925888419214087,-1.030073993606097,1.49621660492331,3.489743502923708,Moderate
79,EMP0081,1,0.625,0,5,154.0,50.0,21.0,28.23,13.0,0.875,3.5,0,225.0,62.5,0.74085117918135,0,0.0,12.205,3.455,2.4499999999999997,10.0,1.7434933203195127,9.350426696179792,1.25,1,High,0.11920385689788193,1.7871951082174051,1.2166307618116,3.9538140044269685,Moderate
80,EMP0082,1,0.3333333333333333,0,1,29.0,6.0,9.0,4.07,5.0,0.0,0.0,2,44.0,440.0,0.33044185416101923,0,4.833333333333334,2.1450000000000005,2.1450000000000005,0.0,5.0,-1.2756790529205093,2.47918562393146,10.0,0,Medium,-0.5128065853913789,-0.8947101228540364,0.8943985870553082,4.608127843589719,Moderate
